review,sentiment
waste of money,negative
low quality,negative
the camera feels outdated compared to other models in the same price range the sensor doesnt seem to handle high iso well and images appear noisy,negative
quality is not good,negative
the viewfinder is tiny and hard to use it’s difficult to frame shots accurately and the lcd screen is not very sharp the camera overall feels cheap,negative
lcd screen of this camera is not very sharp the camera overall feels cheap,negative
worst product ever and the service of daraz is very very worst,negative
camera quality is not good it takes lots of time to get the picture out like to say go for the higher range rather purchasing and visiting your money in this bsnl,negative
very worst failure model of canon not worth for money choose another model quality of pic is not nice and features are less,negative
dont buy this camera it does not support all external flashes this camera only support ttl,negative
not good for video,negative
this camera takes forever to focus especially in low light conditions,negative
this camera takes forever to focus especially in low light conditions ive missed many important moments because of how slow the autofocus is,negative
camera has not date and time stamp feature its a very common feature and one can not find this feature by searching in google also you will only realise that date and time stamp feature is not available in your camera when you open the box in my profession every photo should have date and time of taking the picture for me this is trash now please dont buy if you are in same kind of profession,negative
pathetic built display is gross better go for nikon or 1500d,negative
camera is of very low quality,negative
pathetic auto focus doesnt work at all,negative
the battery was damaged,negative
the controls are confusing and not intuitive it takes a lot of effort to change simple settings and the manual doesnt provide clear guidance,negative
bettery is getting discharge on an immediate basis,negative
should come up with telephoto lense,neutral
its good for beginners but i have problems with warrenty,neutral
average,neutral
bag was not good but camera is super,neutral
ok,neutral
product are awesome but delivery time is not good,neutral
camera is good for beginner but not getting that much high quality pics from this camera or lens so i order canon 50mm just after my 1st vacation when i was not satisfied with the quality check you tube regarding the comparison of 18mm and 50mm lens if you want to buy camera than only kit lens is not just you want from your pics you have to upgrade with any prime lenswhether its 50mm or 55250mmthanks,neutral
can is this upgrade to higher lense,neutral
not bad,neutral
ok,neutral
not much better but its okay,neutral
it does the job but if you a few extra money go for 1500d thats a better deal for the price thank me later,neutral
the camera takes decent pictures but nothing too impressive it gets the job done for basic photography needs,neutral
ok ok,neutral
ok type for beginners basic lens just feel the dslr,neutral
worst delivery service but camera is well,neutral
the camera is fine for everyday use but it doesnt stand out in any particular area its reliable but not extraordinary,neutral
very basic level experience,neutral
picture quality is ok,neutral
this camera works well for general photography though the features are pretty standard nothing really stands out,neutral
the autofocus is functional though its not the fastest,neutral
average,neutral
image quality is decent in well lit conditions but dont expect much when shooting in low light overall its an average performer,neutral
quality nice product,neutral
average product,neutral
average dont expect much,neutral
overall its an average performer,neutral
great camera but need 1 more lense with it 55250,neutral
not bad,neutral
wonder full camera but seems simple,neutral
just bought first time but seems to be an ultimate camera but needs some improvements,neutral
average product,neutral
awsome dslr camera but needs some improvments,neutral
you can go for it but nothing special,neutral
delivery is good but camera bag is not good,neutral
average product not quality performance,neutral
product is very good but bad delivery service,neutral
the lens provides decent sharpness but there are other options on the market that offer better clarity for a similar price range,neutral
the zoom function is smooth though its reach is somewhat limited compared to higher end models,neutral
overall the camera is suitable for casual users who dont require professional grade performance but it would not satisfy more advanced photographers,neutral
basic dslr,neutral
good delivery service but  product is not well,neutral
its not  best camra in this price,neutral
average performance,neutral
budget dslr for beginner,neutral
good but not best,neutral
quality is good but not performance,neutral
just started using this product,neutral
really awsome quality but price is higher,neutral
this canon camera is fine,neutral
good only for 1st timers ,neutral
average product,neutral
the image stabilization works well for handheld shots but its not the best in the category,neutral
my frist dslr camera seems good but not best,neutral
mediam quality,neutral
just good,neutral
basic camera,neutral
overall the camera is suitable for casual users who donot require professional grade performance,neutral
canon eos 3000d dslr camera is heavy products,neutral
product is good but the delivery system is very bad almost one month is taken for one product really thats was very big problem i think they should work on about their delivery system,neutral
nice camera but not best,neutral
excellent in this price range,neutral
take a picture,neutral
good but image quality is low when compared to canon 200d,neutral
good but not that good when it comes to its quality,neutral
good product for this price but bad delivery,neutral
ok product ,neutral
the autofocus is reliable in most situations but occasionally struggles in fast moving scenes,neutral
just ok,neutral
camera is good but not that much i expected picture quality average,neutral
best camera under 20k,positive
good camera as I expected,positive
good camera and performance,positive
camera is good in this prive range,positive
thank you i recived it in time and good onebut we brought for our personal use and we need demo,positive
camera is good in this prive range,positive
awesome dslr for less price picture quality is nice,positive
best picture quality,positive
nice one ,positive
good camera,positive
camera is good and performance also,positive
nice product,positive
its awesome camera lenses are so good thanks flipkart,positive
basic entry level camera for beginners you have to buy additional lens for better photography but quality is awesome,positive
nice,positive
lovely,positive
i was planning to get this from so long and at this price is like gem sharing some sample pictures which i have clicked in portrait mode highly recommended,positive
beginner can use this need prime lens to portrait photography,positive
worth buying good for learners,positive
nice dslr to start with,positive
best entry camera i loved it,positive
nice quality photo capture in a raw,positive
good,positive
just bought it on the offer period for 16800 the product is well worth for the price i believe this is my first dslr so i think i may be exaggerating but its a good buyvisually the build quality has a premium quality the quality of the images are good rich and vibrant although there is considerable amount of noise in them especially in artificial lighting conditions buy a prime lens if you want the best quality photos from this one the buttons are tactile but the screen is be,positive
nice,positive
excellent,positive
very good camera i love this camera,positive
loved it,positive
excellent dslr and get a free moto headset worth 6500 i am happy,positive
good quality,positive
very nice dslr in this price rangegood for beginnersjust awesome product by canongo get it,positive
very good camera for general photography,positive
excellent camera really happy with the purchase,positive
very good product,positive
nice canon camera very enjoy tha all place,positive
i bought it less than 18999,positive
best camera under 20k,positive
user friendly for beginner,positive
good enough for the starters of dslr users,positive
good,positive
pretty good,positive
low cost dslr superb good quality,positive
i am writing this review after using this camera for almost 4 months roughly 1200 clicks very good camera for begginers like me awesome built quality and very user friendly you will fall in love with this camera once you are getting used to its terminology photography has become a passion for me after buying this camera go with this camera without looking further if you are trying to learn and want to go in depth with the photography,positive
its a best deal for mesaving upto 8k buying in 18k superb camera quality and contain dslr body lensbattery charger16gb memory cardcarry case,positive
nice camera,positive
good one,positive
this amazing product im very happy thank you flipkart,positive
nice,positive
good product and easy to use nice,positive
nice,positive
best at this price genuine product delivered,positive
very good product,positive
awesome camera,positive
good quality,positive
good experience,positive
very good camera ,positive
very good,positive
low in range and at this rate best dslr it is,positive
really amazing i loved it very good product in this price range i got this during diwali time in 20k 1855 overall amazing product for beginners loved it go for it,positive
great camera for a great price pictures are just superb,positive
best clarity cameradont delay to buy wonderful clarity,positive
nice camera for the beginners,positive
very good quality camera,positive
i recommended you to go with 1500d or others else,positive
best for beginners,positive
nice,positive
very nice camera love it,positive
very good product,positive
picture quality super,positive
nice,positive
water coming with awkward smell after boiling,negative
worst quality,negative
quality not good,negative
dont buy this my kettle is not working i used it only 2 months,negative
not worked after 1 day of usereplacement product received not sure how many days it will workreplacement product also stopped working after 10 days,negative
not a good kettle,negative
not working,negative
very bed product poorly designed,negative
i suggest not to purchase eletrical and electronic goods from daraz after sales service is not availablewarranty and gurantee meaninglesscompany does not respond,negative
worst product please dont buy,negative
it has stopped working in 20 days havent even used it much highly disappointed dont buy this product,negative
very bad,negative
worst product dont buy this product waste of money not working after 10 days usage,negative
not as expectedalso electricity coming to the body,negative
its duration is too less so i prefer to dont buy,negative
built quality is very cheep,negative
wrost quality,negative
very bad product,negative
quality is bad I was not expecting this very very bad my money lost,negative
very bad product it is not working after 23 use,negative
not good,negative
bad product,negative
at the time of boiling it has making too much noise,negative
very bad product kettle is giving electric shock while just plugged in,negative
very thin layer low quality materials it is not good material,negative
very bad product,negative
cap of the kettle is not good,negative
worst product it is getting shock while using,negative
i dont like this product it is may be good for hotel rooms but not in home,negative
autocut button stopped working within 2 weeks of use now the device has no local control as it heats even when the switch is offas switch off feature is itself not working theres no more autocut functionality when water is hot water starts heating as soon as you connect the electrical supply,negative
poor,negative
very low quality materials use,negative
bad quality,negative
very very bad quality dont buy this product,negative
very low quality product material used is very low standard,negative
dont buy the product its very low quality the upper lid comes out automatically after 1 year the on off button was not fuctioning not durable,negative
after 1 week kettle switch not working,negative
worst product i have ever seen dont buy this product today i received my delivery of this product and it is defectivm not satisfied with this product now it showing return option but they are not give refund option very worst experience with this product and i also very very disappointed with customer support team please dont buy this product if you buy it will definitely stop working after the replacement period is over,negative
dont buy this producti bought this before 25 days but now its stop working worst product,negative
damaged soon,negative
thermal switch is not working,negative
very bad quality,negative
stopped working within 6 months,negative
not so good,negative
kettle is not good,negative
leakage starts in 15 days of use only in 56 months stop working too cheap product,negative
no quality,negative
bad,negative
very bad product,negative
not good like another brand e kettle,negative
connection cord is too small and uts causing difficulties to use it bcoz it carries 1500 v electricity and in market there is no extension cord available which can carry this much electricity,negative
bad,negative
poor quality broken within one month,negative
with in 8 months from purchase date not working poor product,negative
very thin sheet of metal used built quality is not good you should go for philips,negative
poor steal and lot of noise while water boils,negative
not good for boiling milk or making tea base is very thin,negative
the quality of the kettle is not at all good the base of the kettle burnt in first use only while heating the milk i am surprised that how can the base got burnt that too when there was enough liquid in the kettle will not recommend this product before this i was having electric kettle of orpat brand which was too good and worked for many years,negative
quality is very poor,negative
i didnt liked the product as i have expected i faced lot of problem in boiling milk as the bottom of the kettle was sticking the milk and milk left undrinkable good for boiling water but i will not recommend if anyone is buying to boil milk or anything else,negative
burn out inside in a week not good,negative
poor product,negative
worst water not hitting after 10 days very bad,negative
do not buy this product the switch is not working within a month very poor quality products dont suggest anyone for this product,negative
dont waste money on this useless product stop working in one week only,negative
worst product just 2 months life,negative
not good,negative
this is very very bad,negative
leakage of water,negative
money waste,negative
worst product didnt last even 10 day,negative
third class never ever buy this,negative
worst product,negative
very bad qualityonly after 12 months of use it get damaged,negative
worst,negative
products is not good   body hiting problems,negative
worthless product its lickage after 1 week pigeon 3rd class product,negative
very very very very very very very very worst products,negative
very bed,negative
within 3 months its was not working,negative
bad quality very bad,negative
worst product just 2 months life,negative
not working now,negative
very bad product swich was jammed alredy very irritating,negative
i am using this product for 1 months and today its not working and its really very very disappointeing because in my localtilty here is no service center thats why this product gone waste and my 700rs also gone to waste,negative
waste product first i gave 5stars and now i have been from 6 months and already it has been not working,negative
built quility is not good,negative
quality is too bad plastic used is very low quality and steel is so thin,negative
very poor defective product,negative
dont buy this one worst product,negative
product is good but plastic are poor,negative
very bad quality,negative
too noise and defective product,negative
bad product,negative
product quality is tooo poor donot buy,negative
very bad,negative
problem in boiling egg coffee got stuck on base hard to wash,negative
just ok,neutral
ok,neutral
product quality nice but this product needs heavy electricity,neutral
not that good jut ok ok,neutral
simple quality not impressive,neutral
everything is good except the parts are somewhere weak,neutral
one month not operating now,neutral
ok product but not defective product,neutral
 good but simple,neutral
everything is good except the parts are somewhere weak,neutral
average item,neutral
not so bad but ok,neutral
the build quality is decent with materials that feel sturdy but it doesn't have a premium finish,neutral
size is small but overall its good kettle,neutral
the handle feels comfortable to hold but could benefit from a softer grip for long use,neutral
the handle feels comfortable to hold but could benefit from a softer grip for long use,neutral
only the draw back is getting stains at the bottom of the kettle for just using couple of times,neutral
overall the kettle provides a reliable performance for basic needs without exceeding expectations,neutral
the price of the kettle is fair for the features it offers but there are cheaper options with similar capabilities,neutral
average product,neutral
overall the kettle provides a reliable performance for basic needs without exceeding expectations,neutral
kettle is good but the main problem is its lid which do not remain open while we try to fill it,neutral
the price of the kettle is fair for the features it offers but there are cheaper options with similar capabilities,neutral
after use 2 week not working but not bad,neutral
outer part of the electric kettle is getting heat while boiling water power cable is too short,neutral
the price of the kettle is fair for the features it offers but there are cheaper options with similar capabilities,neutral
just ok,neutral
it takes max 5 mins to boil water completely also makes little noise,neutral
the design of the kettle is simple and functional without any standout aesthetic elements,neutral
its body steel is very thin,neutral
everything is ok but hard to boil chicken and eggs due to autocut,neutral
average,neutral
good product but not working well,neutral
ok ok product,neutral
ok type,neutral
average product quality,neutral
ok,neutral
not bad it is ok ok,neutral
not originally pigeon kettle,neutral
average quality product its good,neutral
expensive butgood,neutral
leaking near the joint,neutral
cable is too short but doing good,neutral
after boil water not automatic switch off,neutral
overall the kettle provides a reliable performance for basic needs without exceeding expectations,neutral
little ok,neutral
good kettle but performance is not satisfactory,neutral
wire is small rest all is good about the kettle,neutral
the item is goodbut come too late,neutral
wire length too short overall good kettle,neutral
good poduct but kettle life is too short,neutral
thats like ok product,neutral
overall the kettle provides a reliable performance for basic needs without exceeding expectations,neutral
this product can use only for water heating not for tea or coffee making,neutral
material quality not up to mark,neutral
just ok,neutral
kettle is leaking from now but overall not bad,neutral
late delivery average product it sounds so much,neutral
heats up fast ,neutral
just ok product,neutral
only to boil water dont try to boil or cook anything else as i did the bottom surface from inside has been burnt,neutral
the temperature control is accurate enough for most uses but its not as precise as some other models with adjustable settings,neutral
average,neutral
not fitting with stand but not that bad,neutral
quality is average,neutral
the build quality is decent with materials that feel sturdy but it doesnot have a premium finish,neutral
the plugin wire is extremely small so 3 star not that bad,neutral
ok not bad,neutral
the connection wire is short but its ok,neutral
its is ok not so good quality of stainless steel today first day i use its for my clinic,neutral
kettle is good but the main problem is its lid which do not remain open while we try to fill it,neutral
good working but 1 screw was loose and donot tightennot a major issue,neutral
the wire is too short but overall prformance is not that bad,neutral
just an ordinary product,neutral
electric cable is very short but seems good,neutral
the price of the kettle is fair for the features it offers but there are cheaper options with similar capabilities,neutral
okproduct its just complete the need,neutral
just ok,neutral
satisfactory product not so impressive as its life is too short,neutral
average kettle,neutral
heating time is lowwater,neutral
a decent one with one problemmy unit just heats to one side only,neutral
product is good heat so fast but wire is very short,neutral
old product but good overall,neutral
it is ok,neutral
the price of the kettle is fair for the features it offers but there are cheaper options with similar capabilities,neutral
not bad,neutral
not working so well,neutral
overall its fineworth the price but the product i have received it leaks from the bottomwant to return,neutral
the automatic shutoff works as expected without any issues though it lacks additional safety features seen in more expensive mode,neutral
average,neutral
good product quality is little poor,neutral
quality low as per value its just ok i give 3 out of 5,neutral
ok type not so good,neutral
ordinary tpe kattle,neutral
not bad not so good,neutral
the water capacity is sufficient for most households though its not particularly large for families,neutral
very satisfied,positive
good product,positive
finishing is ok and performance is excellent,positive
good quality thank you daraz team,positive
good,positive
looks good just arrived we will see how long it last will update the reviewafter use of 4 month working fine till now,positive
nice products,positive
best student but only for boiling wateryou can not make tea or maggi or other things its complicated to clean so buyfor boliling water and eggs etc,positive
good quality kettle,positive
best purchase,positive
good quality product,positive
good product as  well as its quality,positive
the kettle heats water incredibly fast making it perfect for quick tea or coffee,positive
so nicely working i am using it since 4 month,positive
it is wonderful the quality of the materials is impressive it feels durable and built to last,positive
very fast delivery so i am very happy thanks for daraz,positive
the kettle reaches the ideal temperature quickly and keeps it hot for a long time,positive
very nice kettle just love it,positive
really good,positive
the kettle is surprisingly quiet during operation even when boiling a full pot of water,positive
the product is solid and light weight its quite popular so that i can find its part,positive
thank you flipkart,positive
the kettle is surprisingly quiet during operation even when boiling a full pot of water,positive
the sleek and modern design fits well in any kitchen adding a nice touch to the countertop,positive
works great,positive
nice,positive
good productgot it in a much less price,positive
good product,positive
performing well till now,positive
very good highly recommended,positive
good product,positive
worth of money,positive
good,positive
mind blowing perchese very nice,positive
good product,positive
nice,positive
good product,positive
very nice product and working is also good,positive
very good,positive
good product,positive
at rs 806 best kettle,positive
good one,positive
best quality,positive
good quality and performance,positive
superb,positive
nice kettle,positive
good kettle ,positive
very good product,positive
nice,positive
wonderful product and the handle is ergonomic and comfortable to hold making it easy to pour without strain,positive
overall this kettle is a fantastic purchase offering quality performance and affordability,positive
good,positive
value for money makes it easier,positive
very nice,positive
well and good heat water at drinking level in 40 seconds and this product is very good at this price,positive
nice product,positive
very nice katle,positive
nice product,positive
good,positive
supar castamar so happy,positive
the price is excellent for the features and performance it offers really good value for money,positive
good,positive
awsome product,positive
excellent,positive
good quality and performance,positive
nice,positive
good product,positive
nice,positive
good quality,positive
good,positive
super thanks daraz,positive
i like its performance and quality and it is  good so far,positive
nice product,positive
awsome product,positive
nice product very quick working easy to clean and fast heating,positive
excellent the large water capacity is great for families or those who need to boil multiple cups at once,positive
i like love it instant heat water within sec,positive
best product hai jabardast working,positive
the sleek and modern design fits well in any kitchen adding a nice touch to the countertop,positive
the kettle boils water quickly which is perfect for busy mornings when time is short,positive
descent product at this price,positive
good quality,positive
worth of the cost,positive
good product,positive
value for money,positive
its to good,positive
very nice but you have to keep some precautions then only it will last long pros1 makes black tea in exact 5 mins 2 boiled egg in 20 mins 3 maggi in 15 mins 4 can make rice also but havent tried 5 any boiled items you can make where the base liquid is water note do not try to boil milk or any liquid other than waterclean the base with little soap and brush every time when you are done with the item overall very good product if you use it properly,positive
very nice product,positive
very good producthighly durablethis is my 4th order in my family members,positive
good product the water capacity is generous enough for larger households while still being compact enough for small kitchens,positive
super fast kettle,positive
product is very good,positive
you can go it is so good,positive
very nice,positive
best product for the price however alws noticed that only one side of kettles get heated not the whole base otherwise great product by pigeonthanks flipkart ekart for timely delivery,positive
good because the fast heating element ensures water is boiled quickly without wasting energy,positive
the fast heating kettle,positive
ok for a speaker but many a times it does not pick up your voice and many times does not understand the question and gives vague answers not good for a smart speakerit is useful in situations where you have other smart devices which can be controlled,negative
waste of money,negative
trash,negative
not much resposive,negative
its very bad product settings problem sound was not expectable and also no return available pls any body dnt purchase this product from flupkart,negative
really bad product,negative
bed connectivity,negative
frequently disconnecting from wifi no solution from google,negative
after i month its not working and company in not providing replacement,negative
not working properly,negative
i cannot connect to google nest the wifi connectivity issue always,negative
i tried every way i know still cant even connect to a bluetooth asked for return and flipkart says not available its like i lost money for nothing please dont buy its useless google dont know how customers use it so sad,negative
the most annoying babymy own kids and this nest doesnt listen anything,negative
it was working well initially after 23 months it stopped working google customer care tried rectify the error virtually but didnt worked out so sad to see i dont have a drop in place to get it rectified,negative
setup if easy but usage is limited,negative
not as effective as alexa in functionality nor as good in audio quality as alexa,negative
alexa is much better than this the hearing capability of google nest is not upto the mark as compared to alexa alexa can play the song even with strange title name but google get confused everytime,negative
dont buy it i think waste of money,negative
not worth it as you wont be able to connect with youtube or any streaming services,negative
not good mice is not working properly,negative
not suitable for who dont have wifi connection in home google can assist the is only 50,negative
plug,negative
not too good,negative
there is no use of this device if you have installed google assistant in your mobile phone,negative
not working in mic,negative
first no battery accessibility is tough,negative
dont buy,negative
very difficult thing,negative
when the ceiling fan is whirring it doesnt listen to any poor reception of the voice,negative
worst product compare alex very less sound dont buy its waste of money,negative
device wont start shows 4 red dots and then nothing happens,negative
dont buy this product i doesnt battery and it absorbs excessive data and connectivity takes much longerand i doesnt support return option all of link are redirect to google doesnt support nothing soo dont buy this product i buy this product and no option to return,negative
not really good for everyone only for premium membership version wifi connectivity problem so many time only 1 connection used not using 2nd wifi networks,negative
very bad product,negative
dont buy,negative
not a good product,negative
always shows not connected till date i cant hear a single song worst product,negative
not useful as a speakercontinuous power supply is requiredwifi is required,negative
waste of money,negative
good but not great,negative
the disadvantage is cant connect with aux or bluetooth should always be connected with wifi,negative
dont buy,negative
very bad product dont takewastage of money,negative
very bad product,negative
not working not connecting to bluetooth or wifi,negative
time waste money waste it was not connecting wifi properly i tried to connect since two days for wifi router and hotspot it wasnt works,negative
useless product i got it free with pixel 4a if you do not have free wifi in your house this product is useless it does not have bluetooth so you cannot use it as a bluetooth speaker the speaker quality is good thoughit would have been better if they had given me a quality bluetooth speaker instead of this crap as offer,negative
not connected,negative
sound is very low difficult in getting connection,negative
not much useful because of restrictions1 cannot connect to mobile using bluetooth its connected via wifi only2 cannot be used for calling purpose in india you can use it for call as loudspeaker for calling3 it doesnt contain battery only work when you have electricity cant even use power bank to play music4 works for youtube premium subscription only you can play youtube songs directly or indirectly from mobile also5 not comfortable to change song on ganna wync audio a,negative
alexa is much better than this crap,negative
initially it was very good but suddenly it start showing defects like unable to connect to anyway internet though i have jiofi this seems major issue with it recommended not to buy this product,negative
very worst product from google bluetooth was very lag in condition totally 10100 rating i was totally disappointed after using in my 1st day,negative
device not catch voice properly,negative
connectivity is very poor,negative
very much disappointed with this i had an alexa before all the songs that were asked to play was perfect and relevantbut google nest is always irrelevant it is not playing the ones we ask for totally disappointed,negative
worst speaker its a very annoying speaker if you are thinking to buy smart speaker under this range dont go for this at all if you are really in a modd of getting frustrated them only buy this speaker alexa is far better than this its really a worst product,negative
poor,negative
no return policy not much useful,negative
voice is not proper so return it,negative
keeps disconnecting almost every single day,negative
such a bad device amazon alexa is much better bad user interface it doesnt understand your voice difficult to operate i wish i could get my money back,negative
not like alexa in accurate and mostly not answering i cant even return it,negative
hardly of any use every few days it cant recognize my voice and i have to go through the voice recognition setting again google assistant on my phone is good enough buying this product is a waste many a times it doesnt even show up when i need to cast music from my phone on to the mini,negative
not usefull device wastage money so many problems in this device for contacting so please avoid this product,negative
not good,negative
vary bad,negative
its not good if compare to alexa devices,negative
sound quality not good,negative
its not loud,negative
no battery backup,negative
worst experience with flipkart,negative
not working on blue tooth,negative
pros1 you can connect to your bluetooth2 if you configure with mobile hotspot will also work in car kids will enjoy3 decent sound quality for pricecons1 no battery backup wont work without wifi2 configuration is tricky swithing setup3 google assistant app comes with similar features4 supports only 2g wifi5 in long run upper cloth torn for us make device looks bad,negative
no battery wifi required to cast audio use less product,negative
does not work,negative
everytime electricity goes offit started drama it gives message connected and later begin to ask for other wifi network whenever at the same time the same wifi network is already available take long hours to connect it again after a number of process sometimes my heart says to throw it outthe worst product i ever bought the product works according to its own wish not by the users wish even after replacement the problem persist software problem inside it,negative
properly works only when it will connect with youtube premium so 1st you have to buy youtube premium then only it will work properly otherwise you will tell something and it will understand other thing,neutral
the smart speaker works fine for basic tasks but it doesnt always catch my voice commands on the first try,neutral
need more distance for connectivity and cable lenght,neutral
not chargeable,neutral
sound is low dont understand commands,neutral
it is not quick response moreover does not understand much i think alexa is much bett,neutral
mic is not working properly google needs to upgrade its mic,neutral
dont have inbuilt battery so cant be used without adapter,neutral
connectivity issue with bluetooth not connect properly,neutral
okay,neutral
working best but so small and no loud sound,neutral
wheres the battery backup moment power goes it stops working how do u enable battery backup,neutral
good quality but low sound comfortable for small room,neutral
sound quality is decent but not amazing it gets the job done for casual listening,neutral
you can buy it in this price range but it is not special,neutral
the google assistant home speaker responds well to voice commands most of the time but there are occasional misunderstandings,neutral
overall i am happy with the speaker but the one and only disadvantage with this speaker is you always have to connect this to electricity all the time while using it,neutral
the build quality feels solid though the design is quite minimalist without any standout aesthetic features,neutral
the sound quality is decent for casual listening though its not as rich or powerful as higher end speakers,neutral
it’s a good speaker for simple home automation but it could use more integration with other smart devices,neutral
just average,neutral
ok,neutral
the sound and bass is good but it doesnt support all app for playing song and there is no built in battery so run on electricity only,neutral
all of them product very good but that system are only connected with wifi there is no option for bluetooth,neutral
sound is good i want to give command in urdu language sensitivity is very low i have to speak loud for my voice commands to nest minifrom very close i got irritated during first morning alarm during weather forecast and the temperature broadcast the given home place should be announced but the name of the place is taken from google map which address is not my addthis is horrible annoying sensitivity should be high for voice commandsif it will work with all mobiles or speak,neutral
average product,neutral
its a google product dont expect a premium speaker effects its does its job,neutral
ok,neutral
good one but no battery,neutral
does not use battery but otherwise a good product,neutral
bluetooth connectivity issues are there,neutral
its just fine i think you can go for alexa instead,neutral
good product but this not support urdu language,neutral
ok google was okay,neutral
everything is good except volume key as they are hidden under body and not light up so some time difficult to find and press,neutral
ok,neutral
ok but not so good,neutral
without youtube premium membership this device is useless maximum times it cant understand the asking but the main plus point is good sound quality,neutral
overall ok,neutral
average product better to go with google mini than thisreview after 2 weeks pros 1 sound quality is good and clear 2 it can help you with basic tasks what smart assistant can do 3 good build quality 4 easy connectivity to google apps like google duo google calendar5 every morning if you say whatsup today itll start with gift morning wishes weather then calendar items or reminders then reads out news from various famous news channels its very useful featurecons1 voi,neutral
it is not chargeable speaker it works only when its plugged in power socket and it cannot be connected through bluetooth,neutral
little bit complex to set up with google home appbut once its done then performs very well,neutral
ok,neutral
not much useful primitive technology,neutral
nice sound but no backup facility,neutral
dont buy it from daraz i got a used peice its microphone doesnt work properly,neutral
very very bad,neutral
not that much of productive but okay,neutral
okk,neutral
the voice recognition is okay but occasionally struggles with background noise or multiple voices in the room,neutral
small size with balanced sound enough volume excellent packed performance is 9 out of 10 downside no inbuilt battery means no back up,neutral
no blutooth but ok,neutral
good but its ok not so best,neutral
wifi needed every time and always need powerbatrery and bluetooth provided by google it will be next level,neutral
ok,neutral
you need to speak loudly but its okay,neutral
it does a decent job of answering questions and controlling smart home devices but the sound could be better,neutral
good but setting bit difficult,neutral
its a beautiful product in all aspects but mic reception seems not that powerful,neutral
audio quality is really good but its functionality is limited,neutral
the speaker is fine for casual music listening but its not a replacement for a dedicated sound system,neutral
the speaker is fine for casual music listening but its not a replacement for a dedicated sound system,neutral
ok,neutral
ok,neutral
google assistant is useful for checking weather and setting reminders but i havent found many other uses for it,neutral
ok ok not so use full,neutral
no bluetooth connectivity in 2021 insane google assistant rest all is fine,neutral
i got the product what i was expected but it doesnt have power backup,neutral
voice is louder working in any questions but it not connect easy connecting processor is slow,neutral
not working properly within 10 months but its okay,neutral
its good but faced difficulties while doing setup,neutral
the speaker is pretty responsive overall but there are times when i have to repeat commands for it to work,neutral
try to give with battery it will be the best and one more disadvantage is always have to use wifi even for bluetooth connect also,neutral
the sound quality is adequate for a small room but it doesnt have much bass or depth,neutral
sometimes voice matching is not accurate and lots of time unable to find songs and searches,neutral
it stop listening some times,neutral
ok but not compatible,neutral
really great,positive
good,positive
great product got it free with the pixel 4a,positive
good product excellent voice clarity easy to manage home smart devices,positive
noice product,positive
one of the best product best when it comes to easy connectivity but if you have choice between this or alexa i believe u should go for alexa because alexa just have better build quality rich sound,positive
the google assistant speaker is so convenient it responds quickly and makes controlling my smart home devices a breeze,positive
can recognize my voice from far distance can connect to wifi from far distance totally loved it with youtube premium subscription,positive
excellent product dont except too much bass but loud one,positive
awesome product loved the audio quality and bass good for music and listening to news and podcasts,positive
excellent music bass so small but big work thanks google,positive
very useful smart speaker from google absolutely best value for money deal,positive
must have at home super easy to operate,positive
a good quality product from google its like a companion who can talk to you and understand you,positive
one thing i noticed is the sound quality which is good,positive
amazing device working in any language i loved it,positive
superb,positive
the product is good and the sound quality is very good,positive
the product is quite handy especially if you want to do the daily things in smart way it really get collaborated with your other devices very well first of all the process of configuration is quite easy but in my case it was not pairing easily so i had to remove the security of wifi router and then i paired with google home android app after that it works like charm you can ask in both languages ie english and hindi it is quite compact and can be used in variety of locationsin,positive
sound is very low dont expect too much from this connectivity is good,positive
nice product,positive
overall good product to use,positive
i love how easy it is to use the speaker and how clearly it understands my voice commands even from across the room,positive
amazing product best bass and treble small packet big explosive product i got it for free after purchasing google pixel 4a check out my photo its beautiful,positive
good product,positive
best home speaker with good sound quality,positive
overall good price,positive
very good product easy to install value for money,positive
nice,positive
incredible product,positive
awesome product,positive
very useful and addictive got it for 2k and i feel its all worth it for my usage for all those who are worried about poor ratings about battery backup know the product before buying it it works only with power and not a portable bluetooth speaker it does it works simply superb detects voice way better than voice assistant in mobile phones daily reminders alarm and other smart devices,positive
good,positive
ultimate,positive
very effective and reliable product,positive
because of far field mic technology our voice is easily recognized by google home mini i brought alexa enabled from ultimate ears which doesnt have far field mic technology only drawback i see is no built in battery super response calling feature songs news alarm reminder many more love thisgo for 2nd gen only,positive
very good on quick delivery,positive
its very easy to use i can have everything to eat i can play music by asking it,positive
the sound quality on this speaker is surprisingly good for its size it fills the room and works great for casual music listening,positive
as expected from google product loud and clear sound effects within small and compact designed modem,positive
google assistant is super helpful for setting reminders checking weather and even controlling my lights i use it every day,positive
got my google nest mini after 15 days of order placed thanks to daraz support team for making my product delivered to me good product by google ,positive
good,positive
nice sound quality,positive
amazing sound awesome purchase go for it without even thinking once,positive
this speaker was so easy to set up it integrates perfectly with all my other google products and smart home devices,positive
im impressed by how well this speaker picks up voice commands even with background noise its very responsive,positive
greeat speakers from a big brand go for it worth money product,positive
thanks to daraz for this wonderfull smart home speaker,positive
nice working as more you use this device as much you appreciate it and the device understand you betteri am using it for morning news meditation music and casting anything to my tv broadcast is also a good feature with it you can broadcast your own voice in this speaker from anywhere,positive
a class product from google,positive
very usefull for for all specially child students,positive
